"","intercept class1","intercept class2","age.centered class1","age.centered class2","varcov 1","varcov 2","varcov 3","stderr","bic.select","icl.select","ARI","MCR","RI","JI","FMI","mean.pprob.misc","mean.pprob.correct","btr.est.hm1","btr.est.best"
"1",4.87801694468891,10.5946169206582,-0.703271978962817,0.187409053926554,13.4276064683077,1.3035396727307,0.126547202696583,3.20689859579423,1,2,0.0846190263949105,0.147,0.726864864864865,0.716518794024144,0.838586914897659,0.656492230215113,0.875029921144858,0.628789837518223,0.628993678807474
