"","intercept class1","intercept class2","age.centered class1","age.centered class2","varcov 1","varcov 2","varcov 3","stderr","bic.select","icl.select","ARI","MCR","RI","JI","FMI","mean.pprob.misc","mean.pprob.correct","btr.est.hm1","btr.est.best"
"1",6.24468598535204,7.22652629567049,-0.479150045767142,-2.08400900478782,4.9119496753539,0.492223250561181,0.049325377358218,3.15419157319603,1,2,0.0922937677667674,0.05,0.904904904904905,0.904333780447033,0.950681658755347,0.948100824947046,0.989456160851503,0.327593738155587,0.329135047471101
