"","intercept class1","intercept class2","age.centered class1","age.centered class2","varcov 1","varcov 2","varcov 3","stderr","bic.select","icl.select","ARI","MCR","RI","JI","FMI","mean.pprob.misc","mean.pprob.correct","btr.est.hm1","btr.est.best"
"1",7.48570924139238,6.00405076301573,-1.47396670977416,-0.45265539589695,1.05224948259303,0.162273154241564,0.0250266627589285,1.42967616222049,2,2,0.518780877058682,0.111,0.802444444444444,0.757034450835172,0.862733611126524,0.692307309576165,0.97646644319546,0.483317576417347,0.482912224530765
