"","intercept class1","intercept class2","age.centered class1","age.centered class2","varcov 1","varcov 2","varcov 3","stderr","bic.select","icl.select","ARI","MCR","RI","JI","FMI","mean.pprob.misc","mean.pprob.correct","btr.est.hm1","btr.est.best"
"1",5.90334378442508,7.75898615895195,-0.526087144511325,-1.47332019919363,3.94177467833335,0.551664894246562,0.0772094598302354,1.42090440336458,2,2,0.628777972990841,0.085,0.844294294294294,0.800320924261874,0.889533854967956,0.682135782080158,0.988013710653217,0.705811781827463,0.706766158711272
