"","intercept class1","intercept class2","age.centered class1","age.centered class2","varcov 1","varcov 2","varcov 3","stderr","bic.select","icl.select","ARI","MCR","RI","JI","FMI","mean.pprob.misc","mean.pprob.correct","btr.est.hm1","btr.est.best"
"1",8.71238830111257,6.27694550974209,-2.09298410328892,-0.60068688237407,4.52426470646698,0.45323382190856,0.0454329863329657,3.10169548595193,1,2,0.0398391227671262,0.194,0.686958958958959,0.683290325978198,0.825792226560909,0.967379219961699,0.989844622459279,0.320763703906517,0.321258039516915
