"","intercept class1","intercept class2","age.centered class1","age.centered class2","varcov 1","varcov 2","varcov 3","stderr","bic.select","icl.select","ARI","MCR","RI","JI","FMI","mean.pprob.misc","mean.pprob.correct","btr.est.hm1","btr.est.best"
"1",5.92026110652128,7.56708645186483,-0.516409795223333,-1.50389607609585,1.02303541222879,0.128744744019419,0.0187445018751138,1.38702317810301,2,2,0.755769309348273,0.055,0.895945945945946,0.860285262682523,0.925060330166176,0.726838366910657,0.990766014209388,0.527382921675139,0.525667126431491
