"","intercept class1","intercept class2","age.centered class1","age.centered class2","varcov 1","varcov 2","varcov 3","stderr","bic.select","icl.select","ARI","MCR","RI","JI","FMI","mean.pprob.misc","mean.pprob.correct","btr.est.hm1","btr.est.best"
"1",7.68645742396416,5.85122487062835,-1.46600608868104,-0.51163123353391,4.18242312261628,0.591872647262534,0.0837584389091514,1.40095627351306,2,2,0.586342009095157,0.117,0.793171171171171,0.656979215087323,0.792984259877454,0.685604129171883,0.978723724580229,0.744413629200218,0.745826742549528
