"","intercept class1","intercept class2","age.centered class1","age.centered class2","varcov 1","varcov 2","varcov 3","stderr","bic.select","icl.select","ARI","MCR","RI","JI","FMI","mean.pprob.misc","mean.pprob.correct","btr.est.hm1","btr.est.best"
"1",3.7773423768469,7.48286941905995,-2.34039031396242,-0.830755093936856,17.4347381868689,1.78517386311532,0.300037476813161,3.22650592097722,1,2,-3.927344196423e-05,0.498,0.499507507507507,0.492492833884157,0.696904482866251,0.896580620444823,0.89658629979411,0.625496767321862,0.625803378190334
