"","intercept class1","intercept class2","age.centered class1","age.centered class2","varcov 1","varcov 2","varcov 3","stderr","bic.select","icl.select","ARI","MCR","RI","JI","FMI","mean.pprob.misc","mean.pprob.correct","btr.est.hm1","btr.est.best"
"1",7.32631219880578,6.16975482100853,-1.61651110357978,-0.481929826921897,4.01921552879416,0.606716470945755,0.106917541444864,1.42095064869431,2,2,0.338274855631976,0.145,0.751801801801802,0.720419365314186,0.842602482562081,0.781578305127347,0.945432244784633,0.682285324990463,0.682105630068374
