"","intercept class1","intercept class2","age.centered class1","age.centered class2","varcov 1","varcov 2","varcov 3","stderr","bic.select","icl.select","ARI","MCR","RI","JI","FMI","mean.pprob.misc","mean.pprob.correct","btr.est.hm1","btr.est.best"
"1",5.89723052109793,7.08398435052293,-0.550220245522681,-1.89675257410572,19.905858540694,2.81670625409444,0.398568176334754,3.30411261248123,1,2,0.134886334547567,0.046,0.912144144144144,0.911470647569094,0.954692581472049,0.929411292286001,0.978147309352368,0.636239534712128,0.636708904113879
